thick,t_mm,width,test,W_Y,M,SAC,n,alpha,onset,frame,eps1,eps2
A,1.2,W12,001,25.0,0.75,0.0005,6,0.2,True,558,0.23961081767552778,0.041970801294634215
A,1.2,W12,001,25.0,0.75,0.0005,8,0.1,True,557,0.23116320508875346,0.042135072087771015
A,1.2,W12,001,25.0,0.75,0.0005,8,0.2,True,558,0.23961081767552778,0.041970801294634215
A,1.2,W12,001,25.0,0.75,0.0005,10,0.1,False,,,
A,1.2,W12,001,25.0,0.75,0.0005,10,0.2,False,,,
A,1.2,W12,001,25.0,0.75,0.001,6,0.1,False,,,
A,1.2,W12,001,25.0,0.75,0.001,6,0.2,False,,,
A,1.2,W12,001,25.0,0.75,0.001,8,0.1,False,,,
A,1.2,W12,001,25.0,0.75,0.001,8,0.2,False,,,
A,1.2,W12,001,25.0,0.75,0.001,10,0.1,False,,,
A,1.2,W12,001,25.0,0.75,0.001,10,0.2,False,,,
A,1.2,W12,001,25.0,0.8,0.0005,6,0.1,True,557,0.23116320508875346,0.042135072087771015
A,1.2,W12,001,25.0,0.8,0.0005,6,0.2,True,558,0.23961081767552778,0.041970801294634215
A,1.2,W12,001,25.0,0.8,0.0005,8,0.1,True,557,0.23116320508875346,0.042135072087771015
A,1.2,W12,001,25.0,0.8,0.0005,8,0.2,True,558,0.23961081767552778,0.041970801294634215
A,1.2,W12,001,25.0,0.8,0.0005,10,0.1,False,,,
A,1.2,W12,001,25.0,0.8,0.0005,10,0.2,False,,,
A,1.2,W12,001,25.0,0.8,0.001,6,0.1,False,,,
A,1.2,W12,001,25.0,0.8,0.001,6,0.2,False,,,
A,1.2,W12,001,25.0,0.8,0.001,8,0.1,False,,,
A,1.2,W12,001,25.0,0.8,0.001,8,0.2,False,,,
A,1.2,W12,001,25.0,0.8,0.001,10,0.1,False,,,
A,1.2,W12,001,25.0,0.8,0.001,10,0.2,False,,,
A,1.2,W12,002,15.0,0.7,0.0005,6,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.7,0.0005,6,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.7,0.0005,8,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.7,0.0005,8,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.7,0.0005,10,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.7,0.0005,10,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.7,0.001,6,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,15.0,0.7,0.001,6,0.2,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,15.0,0.7,0.001,8,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,15.0,0.7,0.001,8,0.2,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,15.0,0.7,0.001,10,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,15.0,0.7,0.001,10,0.2,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,15.0,0.75,0.0005,6,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.75,0.0005,6,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.75,0.0005,8,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.75,0.0005,8,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.75,0.0005,10,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.75,0.0005,10,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.75,0.001,6,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,15.0,0.75,0.001,6,0.2,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,15.0,0.75,0.001,8,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,15.0,0.75,0.001,8,0.2,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,15.0,0.75,0.001,10,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,15.0,0.75,0.001,10,0.2,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,15.0,0.8,0.0005,6,0.1,True,470,0.195351661231957,0.0430853626641788
A,1.2,W12,002,15.0,0.8,0.0005,6,0.2,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.8,0.0005,8,0.1,True,470,0.195351661231957,0.0430853626641788
A,1.2,W12,002,15.0,0.8,0.0005,8,0.2,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.8,0.0005,10,0.1,True,470,0.195351661231957,0.0430853626641788
A,1.2,W12,002,15.0,0.8,0.0005,10,0.2,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,15.0,0.8,0.001,6,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.8,0.001,6,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,15.0,0.8,0.001,8,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.8,0.001,8,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,15.0,0.8,0.001,10,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,15.0,0.8,0.001,10,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,20.0,0.7,0.0005,6,0.1,True,472,0.2045117646063629,0.04285492797039057
A,1.2,W12,002,20.0,0.7,0.0005,6,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.7,0.0005,8,0.1,True,472,0.2045117646063629,0.04285492797039057
A,1.2,W12,002,20.0,0.7,0.0005,8,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.7,0.0005,10,0.1,True,472,0.2045117646063629,0.04285492797039057
A,1.2,W12,002,20.0,0.7,0.0005,10,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.7,0.001,6,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,20.0,0.7,0.001,6,0.2,True,480,0.2597216732407871,0.041655630461479486
A,1.2,W12,002,20.0,0.7,0.001,8,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,20.0,0.7,0.001,8,0.2,False,,,
A,1.2,W12,002,20.0,0.7,0.001,10,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,20.0,0.7,0.001,10,0.2,False,,,
A,1.2,W12,002,20.0,0.75,0.0005,6,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,20.0,0.75,0.0005,6,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.75,0.0005,8,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,20.0,0.75,0.0005,8,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.75,0.0005,10,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,20.0,0.75,0.0005,10,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.75,0.001,6,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,20.0,0.75,0.001,6,0.2,True,480,0.2597216732407871,0.041655630461479486
A,1.2,W12,002,20.0,0.75,0.001,8,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,20.0,0.75,0.001,8,0.2,False,,,
A,1.2,W12,002,20.0,0.75,0.001,10,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,20.0,0.75,0.001,10,0.2,False,,,
A,1.2,W12,002,20.0,0.8,0.0005,6,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,20.0,0.8,0.0005,6,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,20.0,0.8,0.0005,8,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,20.0,0.8,0.0005,8,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,20.0,0.8,0.0005,10,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,20.0,0.8,0.0005,10,0.2,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,20.0,0.8,0.001,6,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.8,0.001,6,0.2,True,480,0.2597216732407871,0.041655630461479486
A,1.2,W12,002,20.0,0.8,0.001,8,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.8,0.001,8,0.2,False,,,
A,1.2,W12,002,20.0,0.8,0.001,10,0.1,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,20.0,0.8,0.001,10,0.2,False,,,
A,1.2,W12,002,25.0,0.7,0.0005,6,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,25.0,0.7,0.0005,6,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.7,0.0005,8,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,25.0,0.7,0.0005,8,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.7,0.0005,10,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,25.0,0.7,0.0005,10,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.7,0.001,6,0.1,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,25.0,0.7,0.001,6,0.2,False,,,
A,1.2,W12,002,25.0,0.7,0.001,8,0.1,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,25.0,0.7,0.001,8,0.2,False,,,
A,1.2,W12,002,25.0,0.7,0.001,10,0.1,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,25.0,0.7,0.001,10,0.2,False,,,
A,1.2,W12,002,25.0,0.75,0.0005,6,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,25.0,0.75,0.0005,6,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.75,0.0005,8,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,25.0,0.75,0.0005,8,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.75,0.0005,10,0.1,True,473,0.20959581591581045,0.04268840396482693
A,1.2,W12,002,25.0,0.75,0.0005,10,0.2,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.75,0.001,6,0.1,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,25.0,0.75,0.001,6,0.2,False,,,
A,1.2,W12,002,25.0,0.75,0.001,8,0.1,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,25.0,0.75,0.001,8,0.2,False,,,
A,1.2,W12,002,25.0,0.75,0.001,10,0.1,True,476,0.22614353601085513,0.042194130095212085
A,1.2,W12,002,25.0,0.75,0.001,10,0.2,False,,,
A,1.2,W12,002,25.0,0.8,0.0005,6,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,25.0,0.8,0.0005,6,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,25.0,0.8,0.0005,8,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,25.0,0.8,0.0005,8,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,25.0,0.8,0.0005,10,0.1,True,471,0.19974515155742043,0.042968573832982464
A,1.2,W12,002,25.0,0.8,0.0005,10,0.2,True,474,0.21501806201903442,0.04256622816779112
A,1.2,W12,002,25.0,0.8,0.001,6,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.8,0.001,6,0.2,False,,,
A,1.2,W12,002,25.0,0.8,0.001,8,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.8,0.001,8,0.2,False,,,
A,1.2,W12,002,25.0,0.8,0.001,10,0.1,True,475,0.2203698307275772,0.04237037083428157
A,1.2,W12,002,25.0,0.8,0.001,10,0.2,False,,,
A,1.2,W20,001,15.0,0.7,0.0005,6,0.1,True,443,0.20529930293560028,0.1909520845664175
A,1.2,W20,001,15.0,0.7,0.0005,6,0.2,True,448,0.21363529543343343,0.19832931125634595
A,1.2,W20,001,15.0,0.7,0.0005,8,0.1,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,001,15.0,0.7,0.0005,8,0.2,True,589,0.4337799215787335,0.345583896495794
A,1.2,W20,001,15.0,0.7,0.0005,10,0.1,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,001,15.0,0.7,0.0005,10,0.2,True,589,0.4337799215787335,0.345583896495794
A,1.2,W20,001,15.0,0.7,0.001,6,0.1,True,473,0.26128669788962916,0.23893564606183454
A,1.2,W20,001,15.0,0.7,0.001,6,0.2,True,478,0.27218421744672877,0.24785826335612096
A,1.2,W20,001,15.0,0.7,0.001,8,0.1,True,473,0.26128669788962916,0.23893564606183454
A,1.2,W20,001,15.0,0.7,0.001,8,0.2,True,563,0.3996825618179221,0.3321743325183266
A,1.2,W20,001,15.0,0.7,0.001,10,0.1,True,473,0.26128669788962916,0.23893564606183454
A,1.2,W20,001,15.0,0.7,0.001,10,0.2,True,563,0.3996825618179221,0.3321743325183266
A,1.2,W20,001,15.0,0.75,0.0005,6,0.1,True,581,0.4220937372822511,0.34153089868394954
A,1.2,W20,001,15.0,0.75,0.0005,6,0.2,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,001,15.0,0.75,0.0005,8,0.1,True,581,0.4220937372822511,0.34153089868394954
A,1.2,W20,001,15.0,0.75,0.0005,8,0.2,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,001,15.0,0.75,0.0005,10,0.1,True,581,0.4220937372822511,0.34153089868394954
A,1.2,W20,001,15.0,0.75,0.0005,10,0.2,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,001,15.0,0.75,0.001,6,0.1,True,483,0.2836250756916247,0.25703711494019155
A,1.2,W20,001,15.0,0.75,0.001,6,0.2,True,488,0.2956492347936881,0.26654888101314245
A,1.2,W20,001,15.0,0.75,0.001,8,0.1,True,483,0.2836250756916247,0.25703711494019155
A,1.2,W20,001,15.0,0.75,0.001,8,0.2,False,,,
A,1.2,W20,001,15.0,0.75,0.001,10,0.1,False,,,
A,1.2,W20,001,15.0,0.75,0.001,10,0.2,False,,,
A,1.2,W20,001,15.0,0.8,0.0005,6,0.1,False,,,
A,1.2,W20,001,15.0,0.8,0.0005,6,0.2,False,,,
A,1.2,W20,001,15.0,0.8,0.0005,8,0.1,False,,,
A,1.2,W20,001,15.0,0.8,0.0005,8,0.2,False,,,
A,1.2,W20,001,15.0,0.8,0.0005,10,0.1,False,,,
A,1.2,W20,001,15.0,0.8,0.0005,10,0.2,False,,,
A,1.2,W20,001,15.0,0.8,0.001,6,0.1,True,493,0.30849485883587285,0.27634251196133464
A,1.2,W20,001,15.0,0.8,0.001,6,0.2,True,575,0.4141412016592528,0.33844650497562007
A,1.2,W20,001,15.0,0.8,0.001,8,0.1,False,,,
A,1.2,W20,001,15.0,0.8,0.001,8,0.2,False,,,
A,1.2,W20,001,15.0,0.8,0.001,10,0.1,False,,,
A,1.2,W20,001,15.0,0.8,0.001,10,0.2,False,,,
A,1.2,W20,001,20.0,0.7,0.0005,6,0.1,True,453,0.22233178231276965,0.20592683710550008
A,1.2,W20,001,20.0,0.7,0.0005,6,0.2,True,568,0.40550345182418823,0.334784124242632
A,1.2,W20,001,20.0,0.7,0.0005,8,0.1,True,568,0.40550345182418823,0.334784124242632
A,1.2,W20,001,20.0,0.7,0.0005,8,0.2,True,568,0.40550345182418823,0.334784124242632
A,1.2,W20,001,20.0,0.7,0.0005,10,0.1,True,568,0.40550345182418823,0.334784124242632
A,1.2,W20,001,20.0,0.7,0.0005,10,0.2,True,568,0.40550345182418823,0.334784124242632
A,1.2,W20,001,20.0,0.7,0.001,6,0.1,True,488,0.2956492347936881,0.26654888101314245
A,1.2,W20,001,20.0,0.7,0.001,6,0.2,True,493,0.30849485883587285,0.27634251196133464
A,1.2,W20,001,20.0,0.7,0.001,8,0.1,True,488,0.2956492347936881,0.26654888101314245
A,1.2,W20,001,20.0,0.7,0.001,8,0.2,False,,,
A,1.2,W20,001,20.0,0.7,0.001,10,0.1,False,,,
A,1.2,W20,001,20.0,0.7,0.001,10,0.2,False,,,
A,1.2,W20,001,20.0,0.75,0.0005,6,0.1,True,583,0.4249139447745524,0.342584422936565
A,1.2,W20,001,20.0,0.75,0.0005,6,0.2,True,583,0.4249139447745524,0.342584422936565
A,1.2,W20,001,20.0,0.75,0.0005,8,0.1,False,,,
A,1.2,W20,001,20.0,0.75,0.0005,8,0.2,False,,,
A,1.2,W20,001,20.0,0.75,0.0005,10,0.1,False,,,
A,1.2,W20,001,20.0,0.75,0.0005,10,0.2,False,,,
A,1.2,W20,001,20.0,0.75,0.001,6,0.1,True,493,0.30849485883587285,0.27634251196133464
A,1.2,W20,001,20.0,0.75,0.001,6,0.2,True,503,0.3369229726101223,0.29660360907253464
A,1.2,W20,001,20.0,0.75,0.001,8,0.1,True,493,0.30849485883587285,0.27634251196133464
A,1.2,W20,001,20.0,0.75,0.001,8,0.2,False,,,
A,1.2,W20,001,20.0,0.75,0.001,10,0.1,False,,,
A,1.2,W20,001,20.0,0.75,0.001,10,0.2,False,,,
A,1.2,W20,001,20.0,0.8,0.0005,6,0.1,True,588,0.432223042375163,0.3450919923029448
A,1.2,W20,001,20.0,0.8,0.0005,6,0.2,True,588,0.432223042375163,0.3450919923029448
A,1.2,W20,001,20.0,0.8,0.0005,8,0.1,True,588,0.432223042375163,0.3450919923029448
A,1.2,W20,001,20.0,0.8,0.0005,8,0.2,True,588,0.432223042375163,0.3450919923029448
A,1.2,W20,001,20.0,0.8,0.0005,10,0.1,True,588,0.432223042375163,0.3450919923029448
A,1.2,W20,001,20.0,0.8,0.0005,10,0.2,True,588,0.432223042375163,0.3450919923029448
A,1.2,W20,001,20.0,0.8,0.001,6,0.1,True,523,0.35998716636707906,0.3111983325920607
A,1.2,W20,001,20.0,0.8,0.001,6,0.2,True,538,0.37367930224067286,0.31897214525624323
A,1.2,W20,001,20.0,0.8,0.001,8,0.1,True,523,0.35998716636707906,0.3111983325920607
A,1.2,W20,001,20.0,0.8,0.001,8,0.2,True,538,0.37367930224067286,0.31897214525624323
A,1.2,W20,001,20.0,0.8,0.001,10,0.1,True,523,0.35998716636707906,0.3111983325920607
A,1.2,W20,001,20.0,0.8,0.001,10,0.2,True,538,0.37367930224067286,0.31897214525624323
A,1.2,W20,001,25.0,0.7,0.0005,6,0.1,True,463,0.2410048303243361,0.22188362420389526
A,1.2,W20,001,25.0,0.7,0.0005,6,0.2,True,566,0.4031724718056227,0.3337545018447073
A,1.2,W20,001,25.0,0.7,0.0005,8,0.1,True,565,0.4019943463959192,0.3332318996912555
A,1.2,W20,001,25.0,0.7,0.0005,8,0.2,True,566,0.4031724718056227,0.3337545018447073
A,1.2,W20,001,25.0,0.7,0.0005,10,0.1,False,,,
A,1.2,W20,001,25.0,0.7,0.0005,10,0.2,False,,,
A,1.2,W20,001,25.0,0.7,0.001,6,0.1,True,498,0.3222080343648007,0.2864015094543758
A,1.2,W20,001,25.0,0.7,0.001,6,0.2,True,508,0.3471147284695977,0.30338580200546666
A,1.2,W20,001,25.0,0.7,0.001,8,0.1,True,498,0.3222080343648007,0.2864015094543758
A,1.2,W20,001,25.0,0.7,0.001,8,0.2,True,508,0.3471147284695977,0.30338580200546666
A,1.2,W20,001,25.0,0.7,0.001,10,0.1,True,498,0.3222080343648007,0.2864015094543758
A,1.2,W20,001,25.0,0.7,0.001,10,0.2,True,508,0.3471147284695977,0.30338580200546666
A,1.2,W20,001,25.0,0.75,0.0005,6,0.1,True,503,0.3369229726101223,0.29660360907253464
A,1.2,W20,001,25.0,0.75,0.0005,6,0.2,False,,,
A,1.2,W20,001,25.0,0.75,0.0005,8,0.1,False,,,
A,1.2,W20,001,25.0,0.75,0.0005,8,0.2,False,,,
A,1.2,W20,001,25.0,0.75,0.0005,10,0.1,False,,,
A,1.2,W20,001,25.0,0.75,0.0005,10,0.2,False,,,
A,1.2,W20,001,25.0,0.75,0.001,6,0.1,True,518,0.3556088499332729,0.3086354481546502
A,1.2,W20,001,25.0,0.75,0.001,6,0.2,True,543,0.3785478872688193,0.32165251123277766
A,1.2,W20,001,25.0,0.75,0.001,8,0.1,True,518,0.3556088499332729,0.3086354481546502
A,1.2,W20,001,25.0,0.75,0.001,8,0.2,True,543,0.3785478872688193,0.32165251123277766
A,1.2,W20,001,25.0,0.75,0.001,10,0.1,True,518,0.3556088499332729,0.3086354481546502
A,1.2,W20,001,25.0,0.75,0.001,10,0.2,True,543,0.3785478872688193,0.32165251123277766
A,1.2,W20,001,25.0,0.8,0.0005,6,0.1,False,,,
A,1.2,W20,001,25.0,0.8,0.0005,6,0.2,False,,,
A,1.2,W20,001,25.0,0.8,0.0005,8,0.1,False,,,
A,1.2,W20,001,25.0,0.8,0.0005,8,0.2,False,,,
A,1.2,W20,001,25.0,0.8,0.0005,10,0.1,False,,,
A,1.2,W20,001,25.0,0.8,0.0005,10,0.2,False,,,
A,1.2,W20,001,25.0,0.8,0.001,6,0.1,True,558,0.394181805221658,0.32952935758389923
A,1.2,W20,001,25.0,0.8,0.001,6,0.2,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,001,25.0,0.8,0.001,8,0.1,True,558,0.394181805221658,0.32952935758389923
A,1.2,W20,001,25.0,0.8,0.001,8,0.2,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,001,25.0,0.8,0.001,10,0.1,True,558,0.394181805221658,0.32952935758389923
A,1.2,W20,001,25.0,0.8,0.001,10,0.2,True,587,0.4307058775111249,0.3446045878686403
A,1.2,W20,002,15.0,0.7,0.0005,6,0.1,True,449,0.21147730750472923,0.19592938611381933
A,1.2,W20,002,15.0,0.7,0.0005,6,0.2,True,449,0.21147730750472923,0.19592938611381933
A,1.2,W20,002,15.0,0.7,0.0005,8,0.1,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,15.0,0.7,0.0005,8,0.2,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,15.0,0.7,0.0005,10,0.1,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,15.0,0.7,0.0005,10,0.2,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,15.0,0.7,0.001,6,0.1,True,474,0.2584558223423205,0.2356407754123211
A,1.2,W20,002,15.0,0.7,0.001,6,0.2,True,484,0.2804743251518199,0.25320188191376236
A,1.2,W20,002,15.0,0.7,0.001,8,0.1,True,474,0.2584558223423205,0.2356407754123211
A,1.2,W20,002,15.0,0.7,0.001,8,0.2,True,484,0.2804743251518199,0.25320188191376236
A,1.2,W20,002,15.0,0.7,0.001,10,0.1,True,474,0.2584558223423205,0.2356407754123211
A,1.2,W20,002,15.0,0.7,0.001,10,0.2,True,484,0.2804743251518199,0.25320188191376236
A,1.2,W20,002,15.0,0.75,0.0005,6,0.1,False,,,
A,1.2,W20,002,15.0,0.75,0.0005,6,0.2,False,,,
A,1.2,W20,002,15.0,0.75,0.0005,8,0.1,False,,,
A,1.2,W20,002,15.0,0.75,0.0005,8,0.2,False,,,
A,1.2,W20,002,15.0,0.75,0.0005,10,0.1,False,,,
A,1.2,W20,002,15.0,0.75,0.0005,10,0.2,False,,,
A,1.2,W20,002,15.0,0.75,0.001,6,0.1,True,484,0.2804743251518199,0.25320188191376236
A,1.2,W20,002,15.0,0.75,0.001,6,0.2,True,489,0.2923208816271079,0.2623230473775613
A,1.2,W20,002,15.0,0.75,0.001,8,0.1,True,484,0.2804743251518199,0.25320188191376236
A,1.2,W20,002,15.0,0.75,0.001,8,0.2,True,489,0.2923208816271079,0.2623230473775613
A,1.2,W20,002,15.0,0.75,0.001,10,0.1,True,484,0.2804743251518199,0.25320188191376236
A,1.2,W20,002,15.0,0.75,0.001,10,0.2,True,489,0.2923208816271079,0.2623230473775613
A,1.2,W20,002,15.0,0.8,0.0005,6,0.1,True,554,0.3816443081749113,0.31792189533773224
A,1.2,W20,002,15.0,0.8,0.0005,6,0.2,True,554,0.3816443081749113,0.31792189533773224
A,1.2,W20,002,15.0,0.8,0.0005,8,0.1,True,554,0.3816443081749113,0.31792189533773224
A,1.2,W20,002,15.0,0.8,0.0005,8,0.2,True,554,0.3816443081749113,0.31792189533773224
A,1.2,W20,002,15.0,0.8,0.0005,10,0.1,True,554,0.3816443081749113,0.31792189533773224
A,1.2,W20,002,15.0,0.8,0.0005,10,0.2,True,554,0.3816443081749113,0.31792189533773224
A,1.2,W20,002,15.0,0.8,0.001,6,0.1,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,15.0,0.8,0.001,6,0.2,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,15.0,0.8,0.001,8,0.1,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,15.0,0.8,0.001,8,0.2,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,15.0,0.8,0.001,10,0.1,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,15.0,0.8,0.001,10,0.2,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,20.0,0.7,0.0005,6,0.1,True,454,0.2200413642353133,0.20336718720040822
A,1.2,W20,002,20.0,0.7,0.0005,6,0.2,True,529,0.3576705259712119,0.3056893819256833
A,1.2,W20,002,20.0,0.7,0.0005,8,0.1,False,,,
A,1.2,W20,002,20.0,0.7,0.0005,8,0.2,False,,,
A,1.2,W20,002,20.0,0.7,0.0005,10,0.1,False,,,
A,1.2,W20,002,20.0,0.7,0.0005,10,0.2,False,,,
A,1.2,W20,002,20.0,0.7,0.001,6,0.1,True,489,0.2923208816271079,0.2623230473775613
A,1.2,W20,002,20.0,0.7,0.001,6,0.2,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,20.0,0.7,0.001,8,0.1,True,489,0.2923208816271079,0.2623230473775613
A,1.2,W20,002,20.0,0.7,0.001,8,0.2,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,20.0,0.7,0.001,10,0.1,True,489,0.2923208816271079,0.2623230473775613
A,1.2,W20,002,20.0,0.7,0.001,10,0.2,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,20.0,0.75,0.0005,6,0.1,True,469,0.2482567251120743,0.22717262628047089
A,1.2,W20,002,20.0,0.75,0.0005,6,0.2,True,474,0.2584558223423205,0.2356407754123211
A,1.2,W20,002,20.0,0.75,0.0005,8,0.1,False,,,
A,1.2,W20,002,20.0,0.75,0.0005,8,0.2,False,,,
A,1.2,W20,002,20.0,0.75,0.0005,10,0.1,False,,,
A,1.2,W20,002,20.0,0.75,0.0005,10,0.2,False,,,
A,1.2,W20,002,20.0,0.75,0.001,6,0.1,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,20.0,0.75,0.001,6,0.2,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,20.0,0.75,0.001,8,0.1,True,499,0.31850739215549667,0.28129130052892787
A,1.2,W20,002,20.0,0.75,0.001,8,0.2,True,504,0.3330644851452426,0.29107564177952316
A,1.2,W20,002,20.0,0.75,0.001,10,0.1,True,499,0.31850739215549667,0.28129130052892787
