mu,fracture_eps1,fracture_eps2,fracture_u3_mm,max_force_kN_to_fracture,force_kN_at_fracture,max_ke_allie_pct_after_5pct_travel_to_fracture,job_dir
0.0,0.2376155540837047,0.1844383358417139,31.4863,16.686552734375,16.686552734375,13.273678266991965,FLC_output/FLC_Naka100_t1p5_ang0_ms1e6_pd32/Naka100_W120_t1p5_ang0_ms1e6_pd32
0.05,0.1153088520685143,0.0467769079268149,18.5653,6.90002099609375,7.019060699366713,13.329077418759955,FLC_output/FLC_Naka100_t1p5_ang0_ms1e6_pd32_fr0p05/Naka100_W120_t1p5_ang0_ms1e6_pd32_fr0p05
0.1,0.2312857144068488,0.0815033801466483,30.6078,16.649015625,16.10959744919122,13.402975941061616,FLC_output/FLC_Naka100_t1p5_ang0_ms1e6_pd32_fr0p1/Naka100_W120_t1p5_ang0_ms1e6_pd32_fr0p1
0.15,0.1927766453462754,0.0784493207293776,29.6529,16.1305107421875,14.245575751514677,13.506479515838944,FLC_output/FLC_Naka100_t1p5_ang0_ms1e6_pd32_fr0p15/Naka100_W120_t1p5_ang0_ms1e6_pd32_fr0p15
0.2,0.1866955377895497,0.0529418202763552,28.8176,15.52362890625,15.524574952863532,13.559753512545711,FLC_output/FLC_Naka100_t1p5_ang0_ms1e6_pd32_fr0p2/Naka100_W120_t1p5_ang0_ms1e6_pd32_fr0p2
0.25,0.1708102385739878,0.0465128100341538,28.2792,15.2086220703125,15.274844578307889,13.573786993146078,FLC_output/FLC_Naka100_t1p5_ang0_ms1e6_pd32_fr0p25/Naka100_W120_t1p5_ang0_ms1e6_pd32_fr0p25
