Experiment name,usable,Configuration,Geometry,Repetition,last evaluated,last frame,loss of correlation at crack,first frame with contact,Volk&Hora e1,Volk&Hora e2,DIN average e1,DIN average e2,Gamma,Crack position ok,Comment
E0_RM00_090_W05_001,1,E0_RM00_090,W05,001,31.May.2026 23:55,472,109,0,0.24450714438851417,-0.03453595085451134,0.29414004152259154,-0.037763067159243734,89.63,ok,
E0_RM00_090_W05_002,1,E0_RM00_090,W05,002,31.May.2026 23:56,467,106,0,0.23762825975710444,-0.030854641965907422,0.24468443476809645,-0.0276970440639915,89.18,check manually,
E0_RM00_090_W08_001,1,E0_RM00_090,W08,001,31.May.2026 23:56,457,68,0,0.22744506227819225,0.0032770803268951706,0.24141514020603738,0.0022074206801268813,89.17,ok,
E0_RM00_090_W08_002,1,E0_RM00_090,W08,002,31.May.2026 23:57,458,40,0,0.1917712808989767,0.007377878387472523,0.21268257178958713,0.005330605439154756,89.23,ok,
E0_RM00_090_W09_001,1,E0_RM00_090,W09,001,31.May.2026 23:57,449,98,0,0.23169039950544018,0.014136789291812175,0.19866771600898878,0.014018809366463103,88.93,ok,
E0_RM00_090_W09_002,1,E0_RM00_090,W09,002,31.May.2026 23:58,451,118,0,0.21185462292335616,0.015965749207832232,0.21312309743866745,0.014820286787614701,89.26,ok,
E0_RM00_090_W10_001,1,E0_RM00_090,W10,001,31.May.2026 23:58,453,129,0,0.1918467622027438,0.026867989304228724,0.1940708308807243,0.02720107431327301,89.54,ok,- l 1: e1 unstable -
E0_RM00_090_W10_002,1,E0_RM00_090,W10,002,31.May.2026 23:59,450,109,0,0.21195068935048766,0.024975025982712395,0.19036172036514892,0.024425059032859586,89.23,ok,
E0_RM00_090_W12_001,1,E0_RM00_090,W12,001,31.May.2026 23:59,458,122,0,0.1757152416133716,0.047357420499769515,0.17158537956397285,0.0438575862156859,89.75,ok,
E0_RM00_090_W12_002,1,E0_RM00_090,W12,002,01.Jun.2026 00:00,466,220,0,0.1816476709054834,0.04812217669892105,0.193002817964781,0.04408082712630257,88.57,ok,
E0_RM00_090_W20_001,1,E0_RM00_090,W20,001,01.Jun.2026 00:00,602,6,0,,,0.3762965022631965,0.3576557029499453,66.92,ok,
E0_RM00_090_W20_002,1,E0_RM00_090,W20,002,01.Jun.2026 00:01,597,106,0,0.3801575419177755,0.350950542982093,0.3592889949957584,0.34011579987289176,67.08,ok,
