Experiment name,usable,Configuration,Geometry,Repetition,last evaluated,last frame,loss of correlation at crack,first frame with contact,Volk&Hora e1,Volk&Hora e2,DIN average e1,DIN average e2,Gamma,Crack position ok,Comment
E0_RM00_000_W02_001,1,E0_RM00_000,W02,001,31.May.2026 22:24,429,4,0,0.3077633923533335,-0.08576458102533582,0.33891219088871755,-0.09371653898171585,74.34,ok,
E0_RM00_000_W02_002,1,E0_RM00_000,W02,002,31.May.2026 22:24,435,10,0,0.3076550318530543,-0.08790233857299558,0.3284166498823674,-0.08122572959654488,75.56,ok,- l 1: e1 unstable -
E0_RM00_000_W05_001,1,E0_RM00_000,W05,001,31.May.2026 22:25,477,128,0,0.2841915541997292,-0.04364285750577114,0.30248815923668493,-0.03640645299291555,89.22,ok,- l 2: e1 unstable -- l 2: e3 unstable -
E0_RM00_000_W05_002,1,E0_RM00_000,W05,002,31.May.2026 22:25,468,93,0,0.30649223203460374,-0.04788788501173258,0.31401613944617796,-0.03948616201992023,84.12,ok,- l 5: e1 unstable -- l 5: e3 unstable -
E0_RM00_000_W08_001,1,E0_RM00_000,W08,001,31.May.2026 22:26,463,53,0,0.2541102249589231,0.007872473306229545,0.25991525908267044,0.00855470263354231,89.74,ok,
E0_RM00_000_W08_002,1,E0_RM00_000,W08,002,31.May.2026 22:26,465,73,0,0.24397621694547328,0.008488426187440105,0.2544163798988254,0.009638041095450888,89.48,ok,
E0_RM00_000_W09_001,1,E0_RM00_000,W09,001,31.May.2026 22:27,454,92,0,0.2604502050527859,0.02166582973765545,0.2468823453929793,0.021386902777109286,89.68,ok,
E0_RM00_000_W09_002,1,E0_RM00_000,W09,002,31.May.2026 22:27,457,73,0,0.2375855083224544,0.02247006166612913,0.2370355957720042,0.021275487858061142,72.5,ok,
E0_RM00_000_W10_001,1,E0_RM00_000,W10,001,31.May.2026 22:28,453,86,0,0.2394729743561437,0.03281583371822552,0.2272151792659288,0.03036722984232741,89.74,ok,
E0_RM00_000_W10_002,1,E0_RM00_000,W10,002,31.May.2026 22:28,461,119,0,0.2322589883611009,0.032490522136559355,0.24225203797049466,0.029293907305594013,89.46,ok,
E0_RM00_000_W12_001,1,E0_RM00_000,W12,001,31.May.2026 22:29,471,149,0,0.23249643057962877,0.05732718287970368,0.2114858524576547,0.061045423404947584,89.68,ok,- l 2: e1 unstable -- l 3: e1 unstable -
E0_RM00_000_W12_002,1,E0_RM00_000,W12,002,31.May.2026 22:29,470,122,0,0.2528841534875474,0.0563842886924479,0.21809362568133744,0.05343916523782845,89.74,ok,
E0_RM00_000_W20_001,1,E0_RM00_000,W20,001,31.May.2026 22:30,597,34,0,0.39865652267384316,0.35575356756427645,0.38099974590068786,0.35305291352760027,76.32,ok,
E0_RM00_000_W20_002,1,E0_RM00_000,W20,002,31.May.2026 22:30,601,27,0,0.37747304537446025,0.3382174177830154,0.3785311251500907,0.35632156869765186,71.91,ok,
E0_RM00_007_W02_001,1,E0_RM00_007,W02,001,31.May.2026 22:31,397,0,0,0.2480601498247248,-0.10014853828688287,0.30753667394292983,-0.11607011814242998,88.87,fail,
E0_RM00_014_W02_001,1,E0_RM00_014,W02,001,31.May.2026 22:31,414,21,0,0.329758061511176,-0.04246332649673734,0.39151709922642985,-0.04684810433571811,89.41,ok,
E0_RM00_014_W02_002,1,E0_RM00_014,W02,002,31.May.2026 22:32,415,37,0,0.37183392437738044,-0.05167586555661157,0.3780791428756253,-0.04235366152794877,67.35,ok,
E0_RM00_014_W05_001,1,E0_RM00_014,W05,001,31.May.2026 22:32,414,12,0,0.3619752260994857,0.035041397339419314,0.35145351003810177,0.03979752127406242,82.13,ok,
E0_RM00_014_W05_002,1,E0_RM00_014,W05,002,31.May.2026 22:33,415,51,0,0.3561844265630059,0.034014639526112424,0.372914778003511,0.03477832273317325,88.96,ok,
E0_RM00_014_W08_001,1,E0_RM00_014,W08,001,31.May.2026 22:33,410,0,0,0.2983151729003741,0.08238495357621174,0.3684608292463504,0.0770845739357939,88.25,ok,
E0_RM00_014_W08_002,1,E0_RM00_014,W08,002,31.May.2026 22:34,404,0,0,0.3192253622123629,0.08568426488235244,0.31170339112828555,0.08403697745248524,88.34,ok,
E0_RM00_014_W09_001,1,E0_RM00_014,W09,001,31.May.2026 22:34,411,34,0,0.311118285054948,0.10364713990920765,0.32838478403003213,0.10059720841458719,87.93,ok,- l 5: e1 unstable -- l 5: e3 unstable -
E0_RM00_014_W09_002,1,E0_RM00_014,W09,002,31.May.2026 22:35,406,0,0,0.321198354258125,0.09977158713609652,0.32562040316514584,0.09842257882014256,87.82,ok,
